cve_ageb,ubica_geo,records,points,nse,est_socio
205-A,230040001,4255,87.80000305175781,D+,2.0
206-1,050180001,34385,96.18196868896484,D+,2.0
206-5,151040001,20824,115.75,C-,2.0
206-7,260290001,6024,72.75,D,2.0
207-3,100070001,3720,96.5999984741211,D+,2.0
207-4,030030001,1875,113.5999984741211,C-,3.0
207-6,280320001,8055,70.0,D,2.0
208-2,150570001,21640,90.5,D+,2.0
208-4,250120001,3950,105.4000015258789,C-,3.0
208-5,010010001,2082,160.6666717529297,C+,4.0
208-8,160530001,9480,167.39999389648438,C+,3.0
209-0,040020001,8347,78.90092468261719,D,1.3586917
209-2,100070001,5020,79.07330322265625,D,2.9227092
209-5,090100001,14435,103.80000305175781,D+,2.0
209-7,190390001,7389,145.3333282470703,C,3.0
209-8,100050001,4330,102.19999694824219,D+,3.0
209-A,010010001,2508,190.5,C+,4.0
210-1,130480001,39682,77.76750183105469,D,2.4224586
210-2,030080753,16940,89.22502899169922,D+,1.8807557
211-0,280030122,17919,91.68374633789062,D+,2.0
211-1,140390001,16470,132.19532775878906,C,3.0
211-7,050300001,5120,126.0,C-,3.0
212-1,010010001,1420,59.20000076293945,D,2.0
212-5,280030122,7065,88.0,D+,2.0
212-7,090050001,21410,140.28500366210938,C,3.176086
212-8,050350001,6135,141.39999389648438,C,3.0
213-1,090100001,15548,99.0,D+,3.0
213-4,100050001,3925,75.4000015258789,D,2.0
213-6,220140001,3512,102.0,D+,3.0
214-0,151210001,30356,118.75,C-,4.0
214-1,260550001,7710,81.19999694824219,D+,2.0
214-3,141010009,12255,139.60000610351562,C,4.0
214-4,030030001,1745,135.1999969482422,C,3.0
214-8,260180001,7375,100.19999694824219,D+,2.0
214-A,190260001,7688,92.0,D+,2.0
215-0,150330001,35816,97.99552917480469,D+,2.104311
215-1,270040001,3765,143.49986267089844,C,4.0
215-5,220140001,6255,162.1999969482422,C+,4.0
215-8,160530001,7725,162.8000030517578,C+,3.0
215-9,030030001,1340,121.5,C-,3.0
215-A,200670001,10850,120.0,C-,2.0
216-3,301930001,11300,70.0,D,2.0
216-6,270040001,1700,88.0,D+,2.0
216-9,151040001,36020,90.4000015258789,D+,2.0
217-4,010010001,2488,60.5,D,2.0
217-9,140390001,7000,122.5,C-,2.0
218-1,100070001,2264,63.5,D,2.0
218-3,240280001,6468,193.3333282470703,AB,4.0
218-6,110070001,14110,108.5999984741211,C-,4.0
218-8,130480001,7525,158.1999969482422,C+,4.0
218-9,010010001,3060,90.0,D+,3.0
219-2,110200001,9808,82.0,D+,2.0
219-8,240280001,5184,133.25,C,3.0
220-5,030010001,20015,107.06065368652344,C-,2.4459155
220-6,010010001,2995,99.5999984741211,D+,2.0
220-7,040020001,2245,91.80000305175781,D+,2.0
220-9,100070001,3215,109.80000305175781,C-,2.0
221-1,040020001,6264,92.50910186767578,D+,2.0
221-5,320100001,3768,101.0,D+,3.0
221-A,250120001,13105,139.22999572753906,C,3.473865
222-0,150330001,33535,82.1847915649414,D+,2.0602355
222-1,270040001,2356,117.22325897216797,C-,4.0
222-5,220140001,4320,84.4000015258789,D+,3.0
223-0,040020001,1932,78.25,D,2.0
223-5,180170001,12210,121.81474304199219,C-,2.6683047
223-6,080190001,9996,200.1415557861328,AB,4.0
223-8,100050001,6049,121.00115966796875,C-,3.0
223-A,220140001,4995,122.0,C-,3.0
224-3,110200001,11405,121.0,C-,2.0
224-4,050300001,7230,119.19999694824219,C-,3.0
224-5,260290001,5756,125.25,C-,3.0
224-6,260300001,6280,84.19999694824219,D+,3.0
224-7,100070001,7445,117.62162780761719,C-,3.514439
224-9,080370001,8752,56.0,D,2.0
225-4,230050001,3400,122.25,C-,2.0
225-8,151040001,29855,85.0,D+,3.0
225-9,010010001,7275,199.2725830078125,AB,4.0
226-0,190390001,10224,187.25,C+,4.0
226-3,220140001,5005,120.0,C-,4.0
226-6,071010001,10556,106.25,C-,3.0
227-1,150250014,67746,103.28571319580078,D+,2.0
227-4,080190001,3854,157.0,C+,3.0
227-6,120010001,41219,109.9571304321289,C-,2.8823116
227-8,010010001,57240,124.06498718261719,C-,3.646838
227-9,211140001,9267,143.0,C,4.0
228-0,100050001,4010,139.60000610351562,C,3.0
228-8,310500001,7135,147.0,C,4.0
228-9,020040001,6424,102.75,D+,2.0
229-3,050350001,5736,211.6666717529297,AB,4.0
229-5,100050001,3108,104.75,D+,3.0
229-7,010010001,8330,131.13661193847656,C,3.0
230-0,040020087,4705,101.89202880859375,D+,2.0
230-1,250060001,16630,77.20848083496094,D,2.0
230-2,160530001,11920,113.19999694824219,C-,3.0
230-4,240280001,3044,132.5,C,3.0
230-8,120010001,8988,100.5,D+,3.0
230-A,010010001,6190,128.65977478027344,C,3.0
231-0,260480001,21505,99.11764526367188,D+,2.0
231-3,280220001,7230,87.80000305175781,D+,3.0
231-4,010010001,7028,110.35131072998047,C-,3.0
232-0,250060001,7090,81.80000305175781,D+,2.0
232-3,240280001,7680,103.19999694824219,D+,3.0
232-8,190260001,11270,97.4000015258789,D+,3.0
232-A,211140001,11256,144.25,C,4.0
233-1,120010001,8615,100.0,D+,2.0
233-2,280220001,11175,65.19999694824219,D,2.0
234-7,190260001,6796,158.25,C+,4.0
234-8,010010001,2416,96.75,D+,2.0
236-5,141200001,16004,136.25,C,4.0
238-1,230050001,7709,127.71046447753906,C-,2.9635491
238-9,100070001,15745,116.88650512695312,C-,2.602731
239-3,160530001,9820,106.80000305175781,C-,3.0
240-1,100050001,3580,112.0,C-,3.0
241-3,310500001,4108,144.5,C,3.0
241-A,020020001,7828,122.5,C-,4.0
242-1,250120001,6730,77.4000015258789,D,2.0
242-7,240280001,4671,145.0,C,3.0
242-8,230050001,4815,96.4000015258789,D+,4.0
243-1,320100001,3570,70.0,D,2.0
243-2,230050001,5180,150.8000030517578,C,4.0
243-5,040030614,9994,78.47368621826172,D,2.0
243-6,250120001,3255,111.80000305175781,C-,2.0
243-7,090070001,20395,126.19999694824219,C-,3.0
244-3,020020001,14631,157.16232299804688,C+,3.391019
244-7,150330001,19352,116.0,C-,2.0
245-1,140980001,17385,93.80000305175781,D+,3.0
246-1,211140001,11516,147.5,C,3.0
246-3,160530001,12325,70.80000305175781,D,2.0
246-8,190390001,10076,198.25,AB,4.0
247-3,141200001,18625,89.0,D+,2.0
247-5,010010001,8464,133.55836486816406,C,3.2915878
247-8,100070001,2905,87.0,D+,2.0
248-5,310500001,3940,149.75,C,3.0
248-A,010010001,1656,125.0,C-,3.0
249-0,270040264,3744,99.0625,D+,2.0
249-2,100050001,3210,95.5999984741211,D+,2.0
249-4,050300001,7125,118.19999694824219,C-,2.0
250-2,280270001,9008,90.75,D+,2.0
250-5,040030001,940,78.0,D,2.0
251-0,140670001,6618,96.33333587646484,D+,3.0
251-7,310500001,4724,161.75,C+,4.0
251-A,120010001,8060,73.4000015258789,D,1.0
252-5,190260001,6489,197.3333282470703,AB,4.0
253-5,240280001,12943,96.92899322509766,D+,2.5667157
253-9,040030001,482,109.0,C-,4.0
254-3,040030001,6080,111.23585510253906,C-,3.0
254-5,090070001,16320,65.80000305175781,D,2.0
254-6,211140001,22324,108.74771881103516,C-,3.0
254-8,071010001,14335,62.400001525878906,D,1.0
254-A,140390001,18360,130.4155731201172,C,2.738562
255-9,030010380,12018,83.97978210449219,D+,1.4909303
255-A,010010001,5245,119.89476013183594,C-,3.0
256-2,040030001,1664,141.5,C,2.0
256-A,250010001,7015,130.60000610351562,C,3.0
257-4,250010001,7620,118.80000305175781,C-,3.0
257-5,270040001,2440,84.80000305175781,D+,2.0
257-7,040030001,2946,101.37678527832031,D+,1.4806517
257-9,010010001,2212,110.75,C-,3.0
258-1,040030001,2205,103.80000305175781,D+,2.0
258-9,280270001,8985,104.5999984741211,D+,3.0
259-6,120010001,8448,99.0,D+,2.0
260-0,010010001,2168,118.75,C-,3.0
260-6,280270001,22407,107.32186126708984,C-,2.2201097
261-0,090050001,14705,81.19999694824219,D+,2.0
261-1,050350001,6585,95.0,D+,2.0
261-2,190390001,7062,125.33333587646484,C-,3.0
262-5,230050001,7270,109.56340789794922,C-,2.0
263-1,260180001,5424,112.5,C-,3.0
263-3,110200001,18660,65.77877807617188,D,1.6012862
263-4,050300001,7060,127.19999694824219,C-,3.0
263-6,260300001,7700,189.75,C+,4.0
263-9,140390001,11844,135.0,C,3.0
264-3,240280001,5568,116.0,C-,2.0
264-4,230050001,13015,122.36727142333984,C-,2.9920092
264-7,100050001,7085,125.47748565673828,C-,2.4573042
264-9,010010001,2448,106.5,C-,3.0
265-4,211140001,18090,130.8000030517578,C,3.0
265-7,301930061,16500,88.5999984741211,D+,2.0
266-6,040030001,2385,75.5999984741211,D,2.0
266-8,010010001,2300,129.25,C,2.0
267-0,100050001,19162,107.0754623413086,C-,3.0
267-2,050300001,7625,111.4000015258789,C-,2.0
267-8,230050001,5800,119.0,C-,3.0
267-9,050350001,6490,95.80000305175781,D+,2.0
268-2,230050001,11990,100.34495544433594,D+,2.0
269-1,010010001,7288,108.79802703857422,C-,2.406147
270-1,110070001,10880,153.0,C,4.0
270-2,040030001,4034,99.77367401123047,D+,2.0
270-4,010010001,2970,110.0,C-,3.0
270-6,260300001,7250,157.0,C+,3.0
270-A,050020001,5164,109.0,C-,3.0
271-2,301930087,23820,77.80000305175781,D,2.0
271-4,310500001,5690,112.5999984741211,C-,3.0
271-7,230040001,4015,99.80000305175781,D+,2.0
271-9,010010001,5121,117.12654113769531,C-,3.0
272-1,141200001,15212,163.25,C+,4.0
272-2,250120001,5230,118.0,C-,2.0
272-3,050300001,13365,116.20269012451172,C-,3.0
274-6,151060051,23375,72.5999984741211,D,2.0
275-1,080370001,12615,141.0,C,4.0
275-3,050350001,12508,90.99983978271484,D+,2.6664534
276-3,020020001,15649,157.70675659179688,C+,2.3848808
276-4,071010001,12490,107.0,C-,3.0
277-3,110070001,11655,100.4000015258789,D+,3.0
277-4,100050001,4845,77.4000015258789,D,3.0
277-8,260300001,6204,105.25,C-,2.0
278-6,250010001,4557,88.66666412353516,D+,3.0
278-9,100050001,2640,95.33333587646484,D+,3.0
279-1,050350001,3450,55.33333206176758,D,2.0
279-5,220140001,4200,114.5999984741211,C-,3.0
280-2,140390001,12596,110.5,C-,3.0
280-3,150330001,21848,121.75,C-,2.0
280-8,010010001,2965,112.19999694824219,C-,3.0
281-2,050300001,7460,155.75,C+,4.0
281-4,250061336,7194,107.0,C-,1.0
281-7,240280001,5840,108.5,C-,2.0
281-8,310500001,4344,108.25,C-,2.0
282-A,071010001,11725,71.19999694824219,D,2.0
285-7,020040001,7696,74.5,D,2.0
285-9,040030001,4318,103.7545166015625,D+,2.0
286-3,120010001,5292,110.5,C-,3.0
286-5,010010001,2140,94.75,D+,2.0
286-7,250061105,14388,78.91666412353516,D,1.0
286-9,030030684,5328,86.38888549804688,D+,2.0
287-1,250062707,2398,114.5,C-,1.0
287-A,050300001,7515,107.5999984741211,C-,2.0
288-0,030020066,6420,102.53333282470703,D+,3.0
288-A,250010001,6805,126.0,C-,3.0
289-2,301930001,7720,135.60000610351562,C,3.0
289-4,310500001,5385,100.80000305175781,D+,3.0
289-5,020040001,10405,117.5999984741211,C-,3.0
289-7,141200001,20316,170.25,C+,4.0
290-1,090070001,9303,118.33333587646484,C-,2.0
290-7,230050001,9240,100.23636627197266,D+,2.1818182
291-8,020020001,9385,160.1999969482422,C+,3.0
292-4,030030001,1545,85.4000015258789,D+,3.0
292-5,080370001,9905,113.4000015258789,C-,2.0
293-0,310500001,3165,138.0,C,3.0
293-1,080190001,11060,107.19999694824219,C-,4.0
293-7,260300001,9625,181.1999969482422,C+,4.0
294-9,110200001,12655,101.4000015258789,D+,2.0
294-A,090070001,23620,96.73751068115234,D+,2.1896698
295-2,040030001,7232,157.13827514648438,C+,4.0
295-4,050300001,7230,131.60000610351562,C,3.0
295-9,240280001,7500,103.80000305175781,D+,3.0
295-A,230050001,4530,106.4000015258789,C-,1.0
296-5,080190001,10480,155.5,C+,4.0
296-7,040030001,19040,156.03907775878906,C+,3.5079832
296-9,220140001,5270,99.80000305175781,D+,2.0
297-0,260180001,4989,161.6666717529297,C+,4.0
297-9,150330001,26325,84.80000305175781,D+,2.0
297-A,020040001,7448,144.5,C,3.0
298-8,220140001,5815,115.0,C-,2.0
298-9,260290001,8085,99.80000305175781,D+,2.0
299-8,280320001,8625,134.60000610351562,C,3.0
300-7,050300001,7595,91.5999984741211,D+,2.0
301-5,030030001,1660,150.39999389648438,C,3.0
302-0,140390001,18825,130.8000030517578,C,3.0
302-4,120010001,8540,52.25,D,2.0
302-A,030030001,1970,90.0,D+,3.0
303-3,160530001,10520,112.0,C-,2.0
303-9,120010001,32175,82.42144775390625,D+,2.0
303-A,250120001,4832,130.0,C,4.0
304-2,260180001,8240,78.0,D,2.0
304-3,141200001,17215,113.5999984741211,C-,3.0
304-4,280220001,8577,183.6666717529297,C+,4.0
304-9,030030001,1404,83.5,D+,2.0
305-5,050020001,5955,74.80000305175781,D,2.0
305-7,260180001,7345,117.80000305175781,C-,3.0
306-6,260300001,7305,123.4000015258789,C-,3.0
306-8,030030001,1400,80.0,D+,3.0
306-A,310500001,5505,90.0,D+,2.0
308-9,230050002,14207,138.30435180664062,C,2.0
309-1,030030001,1835,164.39999389648438,C+,4.0
309-3,090050001,17255,120.80000305175781,C-,2.0
310-7,030021517,16073,139.16026306152344,C,3.2332482
312-3,030030001,1660,111.19999694824219,C-,3.0
312-4,240280001,6352,108.25,C-,3.0
312-5,310500001,4228,103.25,D+,2.0
312-8,141200001,17540,106.0,C-,3.0
314-4,090050001,13660,95.25,D+,2.0
314-9,090070001,17725,86.5999984741211,D+,2.0
315-5,020020001,9030,68.80000305175781,D,2.0
316-1,030030001,3405,123.8995590209961,C-,2.5095448
316-3,250010001,6400,114.19999694824219,C-,4.0
316-7,280220001,5202,55.33333206176758,D,2.0
316-8,010010001,2592,113.0,C-,2.0
317-4,020020001,7395,92.19999694824219,D+,2.0
318-0,030030001,1920,113.19999694824219,C-,3.0
318-8,211140218,16755,85.5999984741211,D+,2.0
320-0,030020232,1580,60.599998474121094,D,1.0
320-4,010010001,2048,79.75,D,2.0
320-8,030030001,3062,92.78053283691406,D+,2.0
321-7,141200001,20680,174.60000610351562,C+,4.0
321-8,110200001,11550,101.19999694824219,D+,2.0
321-9,220140001,4700,127.80000305175781,C-,3.0
322-1,120010001,9195,92.19999694824219,D+,2.0
322-5,260300001,8145,78.4000015258789,D,2.0
322-6,160530086,10135,97.0,D+,2.0
322-9,230050001,3057,124.66666412353516,C-,4.0
323-3,230050001,18707,107.98877716064453,C-,3.7036405
323-4,050350001,5436,109.0,C-,3.0
324-8,250010001,4015,94.5999984741211,D+,2.0
325-1,240280001,6575,72.0,D,2.0
325-2,050020001,6955,103.80000305175781,D+,2.0
326-1,010010001,7706,105.42408752441406,C-,2.6997144
326-7,090050001,16655,79.26826477050781,D,1.7181027
326-A,100050242,15336,90.22222137451172,D+,2.0
327-4,141200001,14772,153.75,C,4.0
327-5,280220001,11295,131.1999969482422,C,4.0
327-6,010010001,2820,119.0,C-,3.0
327-A,030030001,3058,113.17560577392578,C-,3.0
328-A,110200001,15995,96.4000015258789,D+,3.0
329-7,260300001,7470,102.0,D+,3.0
330-3,230050001,5315,105.57892608642578,C-,2.0
330-8,010010001,5930,90.51534271240234,D+,2.0
330-9,260550001,5541,114.66666412353516,C-,2.0
331-2,010010001,2840,99.0,D+,2.0
331-4,250060001,8120,89.0,D+,3.0
332-7,010010001,14511,102.24732971191406,D+,2.0
333-8,080190001,5391,126.66666412353516,C-,3.0
334-1,230050001,13855,95.91122436523438,D+,2.0
334-6,220140001,3948,157.5,C+,4.0
334-A,030030001,1604,131.5,C,4.0
335-4,030030001,5750,150.8462677001953,C,4.0
335-8,190390001,10005,95.4000015258789,D+,2.0
336-0,310500001,4730,139.8000030517578,C,3.0
336-9,030030001,2065,117.19999694824219,C-,4.0
337-4,240280001,13945,143.6835479736328,C,3.0
337-5,150330001,30335,99.5999984741211,D+,2.0
337-8,120010001,6495,132.3333282470703,C,2.0
338-1,190390001,10850,84.80000305175781,D+,2.0
338-8,030030001,1740,102.80000305175781,D+,3.0
339-7,120010001,7895,58.20000076293945,D,1.0
341-1,150330001,22696,68.75,D,2.0
341-A,030030001,1745,88.5999984741211,D+,2.0
342-0,220140001,5315,142.60000610351562,C,4.0
342-6,230050001,8228,156.57850646972656,C+,4.0
343-3,120010001,6520,90.25,D+,2.0
344-2,160530001,6453,142.6666717529297,C,4.0
345-0,080190001,10940,108.5999984741211,C-,3.0
345-6,250060001,22195,110.40108489990234,C-,2.3597658
345-8,030030001,1755,120.80000305175781,C-,3.0
346-5,020040001,7900,126.0,C-,4.0
346-6,190390001,8900,169.0,C+,3.0
347-8,240280001,9256,153.5090789794922,C,4.0
348-1,030030001,1775,80.80000305175781,D+,2.0
349-8,280320001,5484,76.0,D,2.0
349-9,050350001,5232,72.25,D,2.0
350-1,050350001,5799,112.33333587646484,C-,3.0
350-5,010010001,2036,97.5,D+,2.0
350-6,211140001,6429,134.3333282470703,C,3.0
352-2,120010001,5460,71.33333587646484,D,2.0
352-9,080370001,12748,116.6656723022461,C-,3.0
353-4,150330001,30350,115.5999984741211,C-,2.0
354-7,151060001,29615,73.5999984741211,D,2.0
354-9,230050001,3960,93.5,D+,2.0
356-0,141200001,13876,102.75,D+,2.0
356-9,080190001,8465,136.1999969482422,C,3.0
357-2,150330001,34550,87.0,D+,2.0
357-6,110200001,5145,89.80000305175781,D+,2.0
359-2,020040001,7304,109.75,C-,3.0
360-5,020040001,7960,60.75,D,2.0
360-9,010010001,3595,147.60000610351562,C,4.0
361-1,120010001,10100,71.5999984741211,D,2.0
361-5,250060001,7505,135.1999969482422,C,3.0
362-2,240280001,5064,233.5,AB,4.0
362-3,280320001,7431,121.33333587646484,C-,4.0
363-0,100050001,3100,122.5,C-,3.0
363-4,250060001,7090,132.8000030517578,C,3.0
363-8,230050001,5290,166.8000030517578,C+,4.0
365-6,240280001,9808,155.25,C+,4.0
366-2,080190001,9750,113.0,C-,3.0
367-5,240280001,3543,101.33333587646484,D+,2.0
368-5,010010001,1413,106.0,C-,2.0
368-6,211140001,8164,75.25,D,2.0
368-8,160530001,10540,175.8000030517578,C+,4.0
370-8,280320001,8440,89.80000305175781,D+,2.0
371-0,030030001,2150,103.4000015258789,D+,4.0
371-6,280220001,7640,83.80000305175781,D+,2.0
373-6,010010001,2455,138.8000030517578,C,3.0
374-6,250010001,2940,166.0,C+,4.0
374-A,280220001,8640,95.19999694824219,D+,2.0
377-0,030020482,6960,84.93333435058594,D+,2.0
377-1,190390001,10675,112.5999984741211,C-,2.0
378-2,030030001,1780,78.75,D,4.0
380-0,240280001,6156,129.3333282470703,C,4.0
380-1,250010001,3628,91.5,D+,2.0
380-8,250060001,8740,122.5999984741211,C-,3.0
381-0,220140001,4735,98.0,D+,4.0
382-5,090070001,20235,110.19999694824219,C-,3.0
383-0,211140001,5631,129.0,C,2.0
383-4,080370001,9192,103.0,D+,2.0
383-5,230050001,4055,46.0,D,1.0
383-9,280220001,5388,83.25,D+,2.0
383-A,050300001,3969,103.0,D+,2.0
384-0,020040001,12595,140.02357482910156,C,3.0
384-4,010010001,1912,165.25,C+,4.0
385-5,080190001,23895,101.45164489746094,D+,2.0
386-0,190390001,10915,80.4000015258789,D+,2.0
386-8,240280001,9488,132.75,C,4.0
387-6,100050001,3590,91.5999984741211,D+,2.0
387-7,110200001,12428,100.75,D+,3.0
387-8,010010001,3375,111.80000305175781,C-,4.0
387-A,250060001,6915,104.5999984741211,D+,2.0
388-2,220140001,2640,116.5,C-,4.0
388-8,230050001,3935,100.80000305175781,D+,2.0
388-9,030020066,7786,99.17646789550781,D+,3.0
389-3,020040001,8695,147.0,C,3.0
389-9,250060001,5708,148.25,C,3.0
390-6,080190001,11140,87.19999694824219,D+,3.0
390-7,190390001,14420,67.4000015258789,D,1.0
390-A,010010001,3710,184.1999969482422,C+,4.0
391-3,110200001,27832,115.54556274414062,C-,3.0
391-A,280320001,16100,142.50390625,C,2.3326087
393-7,030030001,1795,134.1999969482422,C,4.0
393-8,080370001,5889,84.0,D+,2.0
395-9,050350001,5852,78.0,D,2.0
396-8,211140001,8037,84.66666412353516,D+,2.0
397-1,010010001,3040,94.80000305175781,D+,2.0
397-2,211140001,7083,137.6666717529297,C,3.0
397-7,310500001,3156,109.0,C-,4.0
398-0,080370001,10230,130.8000030517578,C,3.0
399-0,010010001,3000,86.4000015258789,D+,2.0
399-4,030030001,1790,113.0,C-,2.0
400-0,310500001,4904,82.75,D+,2.0
400-2,190390001,12080,71.0,D,2.0
400-6,211140001,12368,193.0,AB,4.0
401-3,030030001,1179,138.0,C,4.0
402-A,280320001,8970,87.80000305175781,D+,2.0
403-2,030030001,1744,130.0,C,4.0
403-A,211140001,13775,100.0,D+,2.0
404-0,190390001,10530,91.4000015258789,D+,2.0
404-7,030030001,1865,120.4000015258789,C-,4.0
404-8,140390001,14208,105.5,C-,3.0
406-0,141200001,16170,155.0,C+,3.0
406-2,050300001,3224,132.0,C,3.0
407-1,080370001,23125,65.7247543334961,D,2.0
408-5,030030001,1236,100.0,D+,2.0
409-0,080370001,12365,74.5999984741211,D,2.0
410-5,050350001,3036,117.5,C-,2.0
410-9,010010001,3240,115.19999694824219,C-,2.0
411-9,280320001,10860,102.5999984741211,D+,2.0
412-A,250060001,6945,150.1999969482422,C,3.0
413-A,190390001,9468,103.0,D+,3.0
414-2,310500001,5455,109.5999984741211,C-,3.0
414-9,250060001,7125,129.1999969482422,C,3.0
415-8,050350001,3906,115.0,C-,3.0
416-1,310500001,5205,92.19999694824219,D+,2.0
416-2,050350001,5565,92.4000015258789,D+,2.0
417-9,120010001,5748,109.5,C-,2.0
418-4,110200001,12940,86.19999694824219,D+,1.0
418-A,080370001,5613,86.0,D+,2.0
419-4,140390001,12381,90.66666412353516,D+,2.0
419-5,310500001,3306,148.0,C,3.0
419-6,050350001,6140,65.0,D,2.0
421-5,141200001,19925,159.39999389648438,C+,4.0
422-3,020020001,6912,83.0,D+,2.0
422-7,150330001,25350,107.80000305175781,C-,2.0
423-8,250060001,5592,123.0,C-,3.0
424-8,190390001,9584,202.75,AB,4.0
425-A,140390001,19950,108.0,C-,2.0
427-8,030030001,4839,112.05827331542969,C-,3.05683
428-3,080370001,8015,89.5999984741211,D+,3.0
428-5,020040001,8475,93.19999694824219,D+,2.0
429-3,090070001,15260,107.75,C-,2.0
429-5,020020001,9810,94.80000305175781,D+,3.0
430-0,080370001,7167,137.0,C,4.0
430-2,020040001,7955,96.5999984741211,D+,2.0
430-4,100050001,4035,105.5999984741211,C-,2.0
430-8,260301862,14686,77.64286041259766,D,1.0
431-2,260300280,3147,82.33333587646484,D+,1.0
431-6,310500001,4940,124.5999984741211,C-,3.0
432-0,230050001,3630,107.80000305175781,C-,2.0
434-0,020040001,16348,97.4456787109375,D+,2.5747492
434-8,030030001,1645,119.19999694824219,C-,3.0
435-4,280320001,11990,116.4000015258789,C-,2.0
435-9,090070001,21280,129.39999389648438,C,3.0
436-3,050300001,7445,125.19999694824219,C-,3.0
437-5,190390001,7467,142.3333282470703,C,3.0
437-6,100050001,3645,88.80000305175781,D+,2.0
438-0,141200001,11733,168.6666717529297,C+,4.0
440-7,190390001,9028,103.75,D+,3.0
442-9,090070001,11406,118.66666412353516,C-,3.0
443-4,211140001,12465,102.19999694824219,D+,2.0
444-8,050300001,7175,81.0,D+,2.0
446-0,030030001,1336,185.5,C+,4.0
446-1,140390001,12748,155.0,C+,4.0
446-5,120010001,15557,110.30224609375,C-,3.0
449-2,020020001,5577,135.3333282470703,C,3.0
450-9,150330001,25780,93.80000305175781,D+,3.0
454-0,110200001,10948,135.0,C,4.0
455-0,240280001,10132,138.5,C,4.0
455-4,141200001,16452,102.25,D+,2.0
456-6,150330001,21436,80.75,D+,2.0
457-0,310500001,5488,143.0,C,4.0
457-2,190390001,8328,140.0,C,3.0
457-3,100050001,3710,137.60000610351562,C,3.0
457-5,050300001,6320,105.5999984741211,C-,2.0
457-6,211140001,5864,184.5,C+,4.0
458-4,080370001,9875,100.19999694824219,D+,3.0
458-6,020040001,9525,125.19999694824219,C-,2.0
459-9,080370001,8128,82.5,D+,2.0
460-9,020020001,7664,153.75,C,4.0
461-7,150330001,35855,126.19999694824219,C-,4.0
461-8,020040001,9315,90.4000015258789,D+,2.0
463-0,050300001,4992,246.5,AB,4.0
463-9,120010001,2148,173.0,C+,3.0
464-A,140390001,13316,111.0,C-,3.0
465-4,080370001,9585,118.0,C-,3.0
465-A,050300001,5700,121.5,C-,3.0
466-1,190390001,14680,135.0,C,4.0
466-6,020020001,13410,186.60000610351562,C+,4.0
470-2,020020001,7400,123.0,C-,3.0
472-7,190390001,10650,79.0,D,2.0
473-4,090070001,53554,119.36639404296875,C-,3.0
474-9,050300001,6765,102.5999984741211,D+,3.0
475-A,020040001,4096,185.25,C+,4.0
476-6,100050150,16002,75.0,D,2.0
479-6,080370001,8885,125.4000015258789,C-,3.0
481-4,310500001,3195,130.0,C,4.0
481-7,100050001,4400,64.4000015258789,D,2.0
482-3,050300001,6470,97.5999984741211,D+,2.0
483-2,080370001,8108,101.5,D+,2.0
483-A,020020001,9010,103.5999984741211,D+,3.0
484-7,140390001,12720,105.25,C-,3.0
485-4,190390001,9512,177.0,C+,4.0
488-6,310500001,2064,99.0,D+,2.0
488-A,110200001,13692,137.5,C,4.0
489-4,110200001,8344,87.5,D+,2.0
490-1,030030001,876,105.33333587646484,C-,2.0
491-2,050300001,2432,265.0,AB,4.0
493-1,090070001,12068,88.5,D+,2.0
494-1,150330001,28869,130.0,C,4.0
496-7,260300001,6890,90.80000305175781,D+,3.0
500-3,090070001,15008,138.0,C,3.0
500-9,310500001,5868,146.0,C,4.0
502-3,211140001,11636,98.25,D+,3.0
502-7,140390001,12692,135.0,C,3.0
502-9,020040679,36035,104.88372039794922,D+,2.2486472
504-3,260300001,7540,158.25,C+,4.0
505-8,260300001,7410,95.80000305175781,D+,3.0
506-8,190390001,9230,100.80000305175781,D+,2.0
506-9,100050001,2277,103.33333587646484,D+,2.0
510-4,190390001,8950,93.4000015258789,D+,4.0
510-5,100050001,8255,75.72779846191406,D,2.0
512-0,140390001,12712,113.75,C-,3.0
512-1,310500001,5030,88.80000305175781,D+,2.0
512-8,260300001,8280,124.5,C-,4.0
514-4,110200001,8781,168.0,C+,4.0
514-A,140390001,13772,104.25,D+,3.0
515-4,140390001,16605,127.19999694824219,C-,3.0
516-9,080370001,10055,109.19999694824219,C-,3.0
520-7,080190001,8900,63.25,D,3.0
521-5,090070001,19005,82.4000015258789,D+,2.0
521-7,260300001,8005,104.80000305175781,D+,2.0
522-4,140390001,23248,181.25,C+,4.0
522-6,020040001,9320,102.5999984741211,D+,2.0
523-6,260300001,8190,77.19999694824219,D,2.0
528-9,020020001,7450,65.80000305175781,D,2.0
529-1,090070001,21830,76.0,D,2.0
529-3,020020001,9335,142.39999389648438,C,4.0
529-7,310500001,5910,93.0,D+,2.0
530-0,020040001,8215,84.19999694824219,D+,2.0
530-9,080370001,9730,102.19999694824219,D+,3.0
530-A,310500001,5672,126.0,C-,4.0
533-3,310500001,4860,116.5,C-,2.0
533-4,020040001,7935,114.0,C-,3.0
533-6,100050001,3020,98.0,D+,2.0
533-9,211140001,9192,147.0,C,3.0
534-2,050300001,6528,118.5,C-,4.0
535-7,050300001,7050,107.19999694824219,C-,3.0
537-2,080190001,7924,98.25,D+,3.0
538-7,020040001,8364,109.5,C-,2.0
539-6,211140001,14935,97.4000015258789,D+,3.0
540-9,211140001,9636,104.75,D+,2.0
540-A,260300001,7895,90.19999694824219,D+,2.0
